date, pm25, pm10, o3, no2, so2, co
2021/12/6, 96, 51, 46, 30, 3, 6
2021/12/7, 127, 47, 31, 25, 2, 5
2021/12/8, 113, 54, 26, 40, 3, 6
2021/12/9, 122, 77, 32, 40, 4, 9
2021/12/10, 173, 65, 38, 28, 2, 7
2021/12/11, 153, 52, 31, 17, 2, 7
2021/12/12, 130, 37, 21, 22, 3, 6
2021/12/13, 72, 50, 11, 36, 3, 7
2021/12/14, 114, 57, 5, 37, 3, 10
2021/12/15, 146, 38, 16, 30, 2, 9
2021/12/16, 109, 67, 25, 16, 3, 8
2021/12/17, 114, 41, 23, 20, 2, 7
2021/12/18, 83, 52, 23, 32, 2, 8
2021/12/19, 132, 53, 35, 37, 2, 7
2021/12/20, 135, 66, 12, 50, 3, 10
2021/12/21, 157, 69, 25, 46, 1, 12
2021/12/22, 160, 40, 23, 32, 1, 8
2021/12/23, 87, 32, 25, 23, 1, 7
2021/12/24, 65, 19, 25, 8, , 7
2021/12/25, 53, 26, 22, 10, 2, 10
2021/12/26, 74, 33, 18, 25, 3, 9
2021/12/27, 78, 54, 5, 36, 5, 10
2021/12/28, 130, 59, 26, 29, 5, 10
2021/12/29, 144, 68, 13, 40, 5, 14
2021/12/30, 159, 59, 22, 32, 4, 12
2021/12/31, 133, 32, 21, 25, 1, 6
2022/1/1, 71, 67, 32, 33, 2, 11
2022/1/2, 162, 63, 41, 35, 1, 10
2021/7/1, 63, 22, 29, 11, 2, 4
2021/7/2, 71, 28, 39, 9, 2, 4
2021/7/3, 82, 33, 27, 10, 2, 5
2021/7/4, 94, 36, 75, 8, 2, 5
2021/7/5, 88, 23, 45, 8, 2, 4
2021/7/6, 50, 26, 63, 7, 2, 4
2021/7/7, 61, 29, 44, 12, 3, 6
2021/7/8, 70, 23, 62, 9, 3, 6
2021/7/9, 66, 19, 61, 9, 2, 6
2021/7/10, 52, 44, 97, 12, 3, 5
2021/7/11, 105, 39, 83, 9, 3, 4
2021/7/12, 97, 37, 78, 9, 3, 4
2021/7/13, 82, 27, 73, 7, 3, 3
2021/7/14, 62, 18, 51, 7, 2, 3
2021/7/15, 44, 15, 36, 6, 2, 3
2021/7/16, 31, 17, 38, 5, 2, 2
2021/7/17, 40, 17, 41, 5, 2, 2
2021/7/18, 49, 16, 30, 6, 2, 2
2021/7/19, 45, 21, 20, 5, 2, 2
2021/7/20, 38, 21, 29, 5, 2, 2
2021/7/21, 39, 24, 28, 5, 2, 3
2021/7/22, 43, 22, 24, 4, 2, 2
2021/7/23, 36, 13, 15, 3, 2, 3
2021/7/24, 25, 6, 23, 1, 2, 3
2021/7/25, 19, 3, 20, 5, , 3
2021/7/26, 10, 12, 30, 6, 1, 2
2021/7/27, 38, 16, 32, 6, , 1
2021/7/28, 44, 25, 53, 11, 1, 2
2021/7/29, 68, 28, 77, 13, 1, 3
2021/7/30, 76, 36, 53, 10, 1, 2
2021/7/31, 103, 25, 46, 12, 1, 3
2021/8/1, 72, 16, 27, 8, 1, 2
2021/8/2, 46, 15, 19, 8, , 2
2021/8/3, 31, 19, 22, 6, , 2
2021/8/4, 37, 19, 16, 6, , 2
2021/8/5, 31, 21, 17, 7, 1, 2
2021/8/6, 40, 20, 32, 8, 1, 2
2021/8/7, 49, 22, 47, 8, 1, 3
2021/8/8, 46, 38, 89, 12, 1, 4
2021/8/9, 80, 22, 51, 9, 1, 3
2021/8/10, 64, 17, 30, 12, 1, 4
2021/8/11, 54, 21, 37, 17, 1, 5
2021/8/12, 63, 12, 25, 11, 1, 3
2021/8/13, 36, 10, 37, 11, 1, 4
2021/8/14, 35, 12, 31, 11, 1, 4
2021/8/15, 41, 15, 34, 8, , 4
2021/8/16, 52, 19, 38, 12, 1, 4
2021/8/17, 57, 27, 67, 14, 1, 5
2021/8/18, 67, 25, 73, 11, 1, 5
2021/8/19, 68, 27, 66, 8, 2, 5
2021/8/20, 68, 31, 49, 10, 2, 6
2021/8/21, 78, 21, 63, 8, 1, 4
2021/8/22, 64, 25, 73, 8, 1, 2
2021/8/23, 54, 38, 54, 11, 2, 4
2021/8/24, 89, 33, 69, 13, 1, 5
2021/8/25, 84, 42, 86, 15, 1, 4
2021/8/26, 97, 31, 75, 10, 1, 4
2021/8/27, 82, 44, 92, 12, 2, 4
2021/8/28, 112, 23, 46, 10, 2, 2
2021/8/29, 59, 19, 57, 7, 2, 4
2021/8/30, 43, 20, 50, 8, 1, 4
2021/8/31, 46, 41, 94, 10, 1, 5
2021/9/1, 89, 31, 52, 12, 1, 6
2021/9/2, 81, 23, 36, 12, 2, 8
2021/9/3, 62, 15, 39, 10, 1, 4
2021/9/4, 38, 25, 62, 9, 2, 4
2021/9/5, 60, 46, 73, 14, 2, 8
2021/9/6, 123, 35, 52, 11, 2, 7
2021/9/7, 85, 23, 35, 15, 2, 5
2021/9/8, 42, 20, 52, 12, 1, 5
2021/9/9, 43, 19, 28, 13, 1, 5
2021/9/10, 52, 17, 18, 15, 2, 4
2021/9/11, 34, 9, 18, 8, 1, 3
2021/9/12, 12, 4, 13, 4, 1, 2
2021/9/13, 8, 17, 37, 5, 2, 3
2021/9/14, 39, 26, 33, 7, 1, 5
2021/9/15, 51, 22, 38, 10, 2, 4
2021/9/16, 41, 35, 58, 15, 2, 5
2021/9/17, 69, 36, 59, 20, 2, 5
2021/9/18, 64, 34, 73, 11, 2, 4
2021/9/19, 80, 29, 61, 8, 2, 5
2021/9/20, 74, 30, 79, 10, 2, 7
2021/9/21, 80, 42, 67, 16, 3, 8
2021/9/22, 108, 45, 69, 17, 3, 6
2021/9/23, 81, 35, 58, 12, 2, 5
2021/9/24, 78, 24, 50, 13, 2, 4
2021/9/25, 45, 25, 52, 13, 2, 4
2021/9/26, 49, 39, 61, 10, 2, 4
2021/9/27, 82, 41, 103, 11, 3, 5
2021/9/28, 90, 36, 91, 13, 3, 6
2021/9/29, 87, 17, 49, 12, 2, 4
2021/9/30, 42, 24, 74, 14, 2, 4
2021/4/1, 96, 53, 18, 22, 1, 8
2021/4/2, 136, 45, 26, 18, 1, 6
2021/4/3, 118, 36, 42, 9, 1, 3
2021/4/4, 72, 36, 42, 14, 2, 3
2021/4/5, 64, 32, 34, 17, 2, 2
2021/4/6, 65, 33, 32, 24, 1, 3
2021/4/7, 69, 35, 47, 19, 1, 3
2021/4/8, 89, 38, 37, 18, 1, 4
2021/4/9, 83, 42, 46, 18, 1, 3
2021/4/10, 69, 24, 31, 15, , 3
2021/4/11, 54, 21, 23, 15, , 5
2021/4/12, 63, 52, 48, 17, 1, 7
2021/4/13, 133, 27, 32, 17, 2, 3
2021/4/14, 54, 32, 35, 17, 1, 3
2021/4/15, 47, 54, 82, 21, 2, 6
2021/4/16, 130, 107, 42, 20, 1, 6
2021/4/17, 146, 51, 48, 16, 1, 4
2021/4/18, 64, 41, 66, 15, 1, 4
2021/4/19, 62, 31, 57, 12, 1, 4
2021/4/20, 56, 38, 50, 9, 1, 4
2021/4/21, 60, 39, 36, 12, 1, 3
2021/4/22, 68, 55, 35, 20, 1, 7
2021/4/23, 144, 41, 13, 20, 1, 7
2021/4/24, 110, 44, 27, 17, 2, 3
2021/4/25, 84, 33, 44, 14, 3, 3
2021/4/26, 67, 38, 28, 17, 1, 4
2021/4/27, 94, 58, 66, 20, 1, 7
2021/4/28, 152, 66, 56, 19, 1, 5
2021/4/29, 120, 68, 64, 19, 2, 4
2021/4/30, 89, 43, 47, 11, 1, 4
2021/5/1, 70, 35, 42, 12, 1, 3
2021/5/2, 64, 41, 57, 9, 1, 4
2021/5/3, 61, 24, 31, 8, 1, 5
2021/5/4, 60, 58, 85, 12, 2, 7
2021/5/5, 131, 53, 64, 15, 2, 5
2021/5/6, 63, 126, 63, 17, 1, 6
2021/5/7, 110, 108, 83, 15, 2, 7
2021/5/8, 148, 58, 79, 18, 2, 7
2021/5/9, 129, 35, 89, 13, 2, 6
2021/5/10, 76, 42, 28, 18, 1, 9
2021/5/11, 119, 30, 30, 15, 1, 5
2021/5/12, 82, 21, 27, 12, 1, 5
2021/5/13, 69, 27, 51, 13, 1, 6
2021/5/14, 82, 34, 58, 12, 1, 5
2021/5/15, 87, 21, 38, 10, 1, 4
2021/5/16, 63, 33, 63, 12, 1, 5
2021/5/17, 97, 28, 43, 15, 1, 4
2021/5/18, 76, 13, 38, 12, 1, 3
2021/5/19, 47, 24, 36, 13, 1, 5
2021/5/20, 71, 36, 54, 17, 1, 4
2021/5/21, 103, 20, 57, 10, 1, 3
2021/5/22, 62, 13, 41, 10, 1, 4
2021/5/23, 45, 33, 99, 12, 3, 5
2021/5/24, 93, 69, 103, 17, 4, 6
2021/5/25, 149, 34, 35, 20, 3, 5
2021/5/26, 91, 38, 68, 11, 2, 6
2021/5/27, 99, 45, 49, 14, 3, 6
2021/5/28, 98, 51, 89, 16, 3, 4
2021/5/29, 81, 40, 85, 13, 3, 4
2021/5/30, 80, 32, 69, 9, 3, 3
2021/5/31, 63, 22, 43, 7, 2, 3
2021/6/1, 48, 20, 33, 10, , 3
2021/6/2, 45, 48, 44, 13, 2, 5
2021/6/3, 123, 33, 70, 10, 2, 4
2021/6/4, 96, 40, 94, 12, 3, 4
2021/6/5, 93, 39, 105, 12, 3, 4
2021/6/6, 86, 24, 61, 12, 2, 3
2021/6/7, 52, 19, 49, 10, 2, 3
2021/6/8, 55, 21, 35, 10, 2, 2
2021/6/9, 60, 15, 31, 8, 2, 3
2021/6/10, 47, 32, 64, 14, 2, 4
2021/6/11, 91, 24, 43, 10, 2, 3
2021/6/12, 69, 28, 32, 11, 2, 3
2021/6/13, 84, 37, 47, 12, 2, 3
2021/6/14, 105, 34, 42, 11, 2, 4
2021/6/15, 87, 21, 37, 9, 2, 4
2021/6/16, 61, 25, 30, 12, 2, 3
2021/6/17, 75, 50, 30, 16, 2, 7
2021/6/18, 135, 13, 33, 13, 2, 3
2021/6/19, 46, 24, 44, 13, 2, 3
2021/6/20, 72, 36, 68, 12, 2, 3
2021/6/21, 88, 38, 56, 9, 2, 3
2021/6/22, 89, 39, 72, 14, 3, 3
2021/6/23, 89, 37, 63, 12, 3, 3
2021/6/24, 85, 25, 54, 7, 2, 3
2021/6/25, 62, 13, 34, 8, 2, 3
2021/6/26, 42, 16, 29, 10, 2, 4
2021/6/27, 56, 18, 34, 8, 2, 3
2021/6/28, 53, 17, 39, 8, 2, 3
2021/6/29, 56, 21, 34, 9, , 3
2021/6/30, 63, 21, 38, 7, 2, 3
2021/1/4, 68, 42, 22, 17, 3, 5
2021/1/5, 99, 42, 18, 19, 3, 3
2021/1/6, 93, 66, 19, 10, 3, 2
2021/1/7, 77, 45, 20, 11, 4, 3
2021/1/8, 69, 51, 20, 22, 4, 4
2021/1/9, 87, 62, 17, 29, 7, 7
2021/1/10, 130, 68, 18, 28, 7, 7
2021/1/11, 145, 87, 23, 25, 5, 3
2021/1/12, 111, 75, 6, 35, 5, 4
2021/1/13, 123, 68, , 39, 5, 4
2021/1/14, 137, 67, 23, 28, 5, 4
2021/1/15, 124, 66, 16, 11, 2, 2
2021/1/16, 85, 57, 21, 18, 3, 4
2021/1/17, 98, 79, 25, 32, 4, 6
2021/1/18, 147, 67, 34, 30, 3, 5
2021/1/19, 119, 28, 27, 20, 2, 3
2021/1/20, 56, 35, 11, 27, 2, 4
2021/1/21, 90, 39, 21, 25, 2, 6
2021/1/22, 117, 23, 25, 17, 2, 6
2021/1/23, 116, 68, , 22, 2, 8
2021/1/24, 162, 29, 26, 24, 5, 3
2021/1/25, 72, 23, , 26, 2, 12
2021/1/26, 102, 54, 32, 16, 3, 8
2021/1/27, 130, 88, 24, 16, 2, 8
2021/1/28, 151, 62, 26, 14, 3, 5
2021/1/29, 65, 58, , 18, 3, 6
2021/1/30, 80, 34, , 21, 3, 6
2021/1/31, 69, 54, 11, 31, 2, 10
2021/2/1, 140, 65, 2, 16, 2, 7
2021/2/2, 118, 59, , 21, 2, 4
2021/2/3, 79, 59, 35, 19, 3, 6
2021/2/4, 124, 44, 23, 20, 2, 6
2021/2/5, 100, 56, 32, 16, 2, 7
2021/2/6, 136, 62, 44, 26, 3, 8
2021/2/7, 148, 38, 32, 9, 2, 4
2021/2/8, 74, 21, 29, 10, 2, 2
2021/2/9, 49, 20, 27, 9, 2, 2
2021/2/10, 49, 16, 21, 13, 2, 3
2021/2/11, 58, 28, 40, 10, 3, 3
2021/2/12, 77, 32, 38, 11, 4, 3
2021/2/13, 78, 37, 32, 10, 2, 4
2021/2/14, 103, 43, 23, 8, 2, 5
2021/2/15, 114, 35, 35, 10, 2, 4
2021/2/16, 79, 37, 34, 6, 1, 4
2021/2/17, 72, 31, 25, 13, 1, 5
2021/2/18, 68, 41, , 16, 2, 6
2021/2/19, 104, 38, 28, 14, 1, 5
2021/2/20, 89, 38, 50, 15, 2, 5
2021/2/21, 84, 60, 53, 19, 2, 7
2021/2/22, 115, 33, 35, 8, , 3
2021/2/23, 48, 32, 26, 11, 1, 2
2021/2/24, 48, 49, , 13, 1, 5
2021/2/25, 72, 15, 32, 11, , 4
2021/2/26, 48, 21, 32, 10, , 2
2021/2/27, 53, 13, 23, 13, 1, 2
2021/2/28, 54, 26, 19, 15, 1, 4
2021/3/1, 72, 40, 28, 13, 1, 5
2021/3/2, 83, 42, 33, 15, , 3
2021/3/3, 54, 46, 32, 20, , 5
2021/3/4, 107, 41, 26, 25, , 4
2021/3/5, 115, 36, , 15, 1, 4
2021/3/6, 80, 24, , 12, , 4
2021/3/7, 60, 36, 30, 17, 1, 4
2021/3/8, 87, 34, 22, 27, 1, 4
2021/3/9, 84, 46, 44, 24, 1, 4
2021/3/10, 110, 50, 21, 22, , 4
2021/3/11, 124, 41, , 19, , 5
2021/3/12, 121, 54, 43, 28, 2, 4
2021/3/13, 145, 61, 55, 20, 1, 4
2021/3/14, 144, 50, , 21, 1, 5
2021/3/15, 112, 52, 34, 20, , 6
2021/3/16, 112, 67, 25, 27, 1, 4
2021/3/17, 64, 55, 19, 21, , 4
2021/3/18, 71, 39, 17, 25, , 4
2021/3/19, 74, 37, 25, 18, , 6
2021/3/20, 100, 80, 32, 15, 2, 6
2021/3/21, 138, 51, 34, 22, 2, 5
2021/3/22, 80, 55, 56, 25, 2, 5
2021/3/23, 116, 29, 37, 20, 1, 3
2021/3/24, 73, 50, 64, 25, 2, 2
2021/3/25, 109, 36, 43, 19, 1, 1
2021/3/26, 84, 26, 25, 15, 1, 3
2021/3/27, 79, 76, 60, 17, 1, 4
2021/3/28, 146, 62, 64, 19, 1, 4
2021/3/29, 134, 221, 36, 17, 1, 2
2021/3/30, 141, 120, 27, 20, , 3
2021/3/31, 122, 36, 17, 24, , 5
2020/10/1, 89, 26, 69, 9, 2, 4
2020/10/2, 67, 22, 31, 10, 2, 3
2020/10/3, 47, 18, 34, 8, 2, 4
2020/10/4, 35, 33, 33, 9, 2, 4
2020/10/5, 43, 26, 34, 10, 3, 3
2020/10/6, 43, 22, 36, 10, 2, 3
2020/10/7, 37, 29, 49, 11, 2, 3
2020/10/8, 48, 31, 46, 14, 2, 4
2020/10/9, 53, 35, 47, 19, 3, 4
2020/10/10, 63, 33, 59, 16, 2, 4
2020/10/11, 66, 33, 46, 17, 2, 4
2020/10/12, 68, 39, 42, 17, 3, 5
2020/10/13, 81, 29, 44, 14, 3, 4
2020/10/14, 37, 30, 35, 10, 2, 5
2020/10/15, 43, 18, 24, 18, 2, 6
2020/10/16, 61, 31, 44, 16, 3, 7
2020/10/17, 84, 35, 46, 19, 3, 7
2020/10/18, 75, 28, 35, 23, 3, 5
2020/10/19, 58, 34, 49, 22, 3, 3
2020/10/20, 69, 48, 31, 32, 3, 5
2020/10/21, 108, 66, 49, 23, 4, 8
2020/10/22, 142, 78, 39, 20, 4, 4
2020/10/23, 79, 40, 34, 23, 3, 4
2020/10/24, 65, 32, 43, 25, 3, 3
2020/10/25, 59, 31, 39, 22, 2, 3
2020/10/26, 60, 28, 36, 19, 3, 3
2020/10/27, 70, 33, 33, 22, 3, 3
2020/10/28, 70, 38, 32, 14, 3, 3
2020/10/29, 61, 34, 34, 23, 3, 3
2020/10/30, 56, 38, 46, 23, 3, 3
2020/10/31, 63, 52, 40, 27, 4, 5
2020/11/1, 112, 71, 55, 20, 3, 7
2020/11/2, 154, 57, 34, 16, 3, 3
2020/11/3, 77, 34, 26, 20, 3, 3
2020/11/4, 49, 28, 34, 20, 2, 2
2020/11/5, 43, 45, 44, 28, 4, 5
2020/11/6, 96, 73, 56, 34, 6, 10
2020/11/7, 163, 85, 46, 21, 5, 6
2020/11/8, 124, 63, 31, 18, 2, 4
2020/11/9, 62, 48, 30, 27, 2, 5
2020/11/10, 69, 39, 32, 27, 1, 5
2020/11/11, 63, 32, 32, 26, 1, 4
2020/11/12, 62, 27, 32, 27, 1, 4
2020/11/13, 64, 43, 40, 26, 2, 4
2020/11/14, 84, 43, 38, 23, 2, 4
2020/11/15, 95, 36, 22, 26, 1, 4
2020/11/16, 74, 26, 24, 17, 1, 4
2020/11/17, 49, 31, 35, 12, 2, 4
2020/11/18, 47, 42, 28, 19, 2, 9
2020/11/19, 98, 41, 25, 15, 1, 8
2020/11/20, 104, 27, 22, 14, 1, 4
2020/11/21, 41, 15, 19, 13, 1, 6
2020/11/22, 49, 29, 15, 14, 1, 5
2020/11/23, 70, 17, 14, 18, 1, 4
2020/11/24, 60, 14, 11, 22, 1, 5
2020/11/25, 48, 16, 18, 20, 1, 8
2020/11/26, 54, 23, 18, 14, 1, 5
2020/11/27, 70, 32, 22, 13, 1, 4
2020/11/28, 74, 31, 23, 16, 2, 4
2020/11/29, 78, 51, 28, 19, 2, 6
2020/11/30, 139, 34, 26, 19, 1, 5
2020/12/1, 84, 28, 16, 22, 1, 4
2020/12/2, 54, 49, 23, 17, 2, 8
2020/12/3, 132, 37, 16, 22, 3, 7
2020/12/4, 93, 40, 15, 30, 2, 5
2020/12/5, 89, 42, 20, 30, 1, 5
2020/12/6, 85, 40, 22, 22, 1, 5
2020/12/7, 102, 55, 23, 20, 2, 5
2020/12/8, 132, 29, 27, 26, 2, 4
2020/12/9, 70, 62, 9, 32, 3, 8
2020/12/10, 140, 82, 2, 29, 2, 12
2020/12/11, 178, 110, 29, 34, 3, 14
2020/12/12, 211, 94, 38, 31, 3, 12
2020/12/13, 186, 21, 19, 12, 1, 4
2020/12/14, 58, 26, 19, 16, 2, 3
2020/12/15, 68, 41, 19, 21, 3, 5
2020/12/16, 107, 40, 17, 26, 2, 4
2020/12/17, 100, 46, 18, 25, 2, 4
2020/12/18, 125, 45, 26, 21, 3, 5
2020/12/19, 111, 28, 21, 22, 2, 3
2020/12/20, 64, 45, 18, 35, 3, 7
2020/12/21, 107, 58, 24, 41, 2, 6
2020/12/22, 153, 55, 15, 38, 2, 5
2020/12/23, 142, 80, 33, 36, 4, 8
2020/12/24, 163, 63, 22, 33, 3, 3
2020/12/25, 96, 34, 20, 26, 1, 2
2020/12/26, 62, 50, 12, 34, 3, 6
2020/12/27, 126, 66, 31, 32, 2, 10
2020/12/28, 143, 26, 17, 25, 1, 7
2020/12/29, 67, 41, 21, 7, 2, 7
2020/12/30, 63, 51, 20, 13, 3, 9
2020/12/31, 89, 45, 20, 20, 3, 6
2021/1/1, 98, 52, 17, 28, 3, 7
2021/1/2, 129, 46, 26, 22, 1, 4
2021/1/3, 103, 37, 22, 22, 2, 3
2020/7/1, 60, 17, 37, 10, 2, 6
2020/7/2, 46, 14, 39, 10, 2, 6
2020/7/3, 49, 17, 40, 9, 2, 5
2020/7/4, 59, 35, 23, 16, 2, 3
2020/7/5, 101, 23, 15, 19, 2, 3
2020/7/6, 71, 22, 55, 9, 2, 4
2020/7/7, 65, 21, 42, 12, 2, 3
2020/7/8, 66, 19, 18, 16, 2, 4
2020/7/9, 63, 26, 21, 14, 2, 5
2020/7/10, 77, 33, 23, 16, 2, 4
2020/7/11, 96, 44, 80, 12, 2, 4
2020/7/12, 106, 28, 27, 13, 2, 6
2020/7/13, 68, 33, 39, 12, 2, 6
2020/7/14, 96, 15, 35, 16, 2, 4
2020/7/15, 52, 16, 33, 15, 2, 5
2020/7/16, 54, 21, 23, 17, , 4
2020/7/17, 67, 41, 56, 14, 2, 6
2020/7/18, 108, 39, 61, 12, 2, 7
2020/7/19, 98, 29, 16, 19, 2, 9
2020/7/20, 86, 48, 83, 14, 2, 6
2020/7/21, 134, 44, 89, 15, 2, 6
2020/7/22, 113, 36, 73, 13, 2, 5
2020/7/23, 76, 34, 58, 12, 2, 7
2020/7/24, 90, 49, 103, 15, 3, 7
2020/7/25, 127, 52, 104, 15, 2, 7
2020/7/26, 129, 37, 54, 12, 2, 5
2020/7/27, 97, 43, 91, 17, 2, 5
2020/7/28, 114, 22, 69, 12, 3, 3
2020/7/29, 59, 15, 37, 8, 2, 3
2020/7/30, 38, 20, 24, 9, 2, 3
2020/7/31, 36, 19, 41, 8, 2, 3
2020/8/1, 39, 24, 44, 9, 3, 3
2020/8/2, 51, 18, 26, 5, 2, 3
2020/8/3, 44, 17, 20, 4, 1, 4
2020/8/4, 30, 14, 28, 6, 2, 5
2020/8/5, 36, 27, 61, 10, 2, 6
2020/8/6, 65, 35, 61, 12, 2, 6
2020/8/7, 77, 28, 56, 9, 2, 5
2020/8/8, 63, 36, 73, 7, 2, 6
2020/8/9, 80, 30, 53, 14, 2, 5
2020/8/10, 72, 27, 55, 13, 2, 3
2020/8/11, 58, 26, 50, 11, 2, 3
2020/8/12, 53, 31, 74, 11, 3, 4
2020/8/13, 67, 40, 84, 15, 3, 4
2020/8/14, 84, 24, 67, 11, 2, 3
2020/8/15, 56, 26, 66, 9, 2, 3
2020/8/16, 59, 33, 48, 8, 3, 3
2020/8/17, 77, 40, 45, 7, 2, 6
2020/8/18, 84, 31, 52, 7, 2, 3
2020/8/19, 74, 33, 58, 10, 2, 2
2020/8/20, 79, 26, 43, 7, 2, 1
2020/8/21, 71, 29, 37, 8, 2, 1
2020/8/22, 74, 28, 33, 8, 2, 1
2020/8/23, 70, 22, 34, 10, 2, 2
2020/8/24, 58, 25, 63, 10, 2, 4
2020/8/25, 52, 33, 71, 7, 2, 5
2020/8/26, 71, 33, 67, 8, 2, 5
2020/8/27, 90, 17, 38, 10, 2, 5
2020/8/28, 60, 23, 31, 14, 2, 5
2020/8/29, 73, 33, 35, 13, 2, 4
2020/8/30, 93, 17, 28, 8, 2, 2
2020/8/31, 53, 21, 31, 7, 2, 3
2020/9/1, 55, 24, 35, 7, 2, 4
2020/9/2, 62, 44, 98, 15, 3, 7
2020/9/3, 99, 48, 104, 19, 3, 6
2020/9/4, 106, 29, 77, 15, 2, 4
2020/9/5, 65, 37, 71, 12, 2, 5
2020/9/6, 72, 58, 123, 14, 4, 8
2020/9/7, 125, 53, 112, 20, 4, 7
2020/9/8, 114, 33, 111, 11, 3, 5
2020/9/9, 80, 31, 67, 12, 2, 5
2020/9/10, 78, 27, 34, 16, 2, 6
2020/9/11, 83, 23, 43, 13, 2, 6
2020/9/12, 69, 32, 59, 19, 2, 5
2020/9/13, 83, 23, 29, 17, 2, 5
2020/9/14, 73, 22, 26, 20, 2, 6
2020/9/15, 71, 38, 37, 17, 2, 9
2020/9/16, 107, 24, 38, 13, 2, 8
2020/9/17, 76, 22, 30, 18, 2, 7
2020/9/18, 67, 60, 26, 24, 4, 10
2020/9/19, 157, 38, 50, 27, 3, 8
2020/9/20, 95, 33, 45, 24, 2, 5
2020/9/21, 74, 30, 29, 31, 2, 4
2020/9/22, 60, 19, 23, 20, 2, 4
2020/9/23, 51, 29, 45, 20, 2, 4
2020/9/24, 68, 30, 40, 21, 2, 4
2020/9/25, 59, 30, 41, 20, 2, 4
2020/9/26, 56, 28, 39, 18, 2, 3
2020/9/27, 50, 25, 40, 15, 2, 3
2020/9/28, 43, 27, 37, 20, 3, 3
2020/9/29, 48, 31, 45, 19, 2, 4
2020/9/30, 58, 38, 69, 12, 2, 5
2020/4/1, 112, 41, 37, 16, 3, 3
2020/4/2, 71, 43, 38, 15, 3, 2
2020/4/3, 86, 55, 60, 19, 3, 3
2020/4/4, 125, 39, 41, 9, 3, 2
2020/4/5, 51, 36, 30, 14, 2, 2
2020/4/6, 61, 38, 28, 22, 3, 3
2020/4/7, 83, 38, 62, 23, 3, 2
2020/4/8, 85, 55, 76, 20, 3, 3
2020/4/9, 133, 39, 51, 10, 2, 2
2020/4/10, 80, 25, 33, 10, 2, 3
2020/4/11, 70, 48, 49, 10, 3, 5
2020/4/12, 126, 60, 68, 17, 3, 5
2020/4/13, 139, 60, 93, 21, 3, 5
2020/4/14, 153, 50, 66, 22, 4, 5
2020/4/15, 118, 49, 77, 20, 3, 5
2020/4/16, 106, 58, 38, 20, 4, 7
2020/4/17, 126, 60, 47, 14, 3, 7
2020/4/18, 113, 30, 44, 5, 2, 6
2020/4/19, 89, 42, 86, 8, 2, 6
2020/4/20, 116, 32, 39, 11, 2, 3
2020/4/21, 76, 36, 61, 10, 2, 3
2020/4/22, 83, 44, 49, 9, 3, 3
2020/4/23, 78, 52, 72, 18, 5, 4
2020/4/24, 107, 58, 75, 21, 4, 5
2020/4/25, 119, 63, 54, 15, 3, 5
2020/4/26, 118, 35, 42, 12, 2, 3
2020/4/27, 70, 29, 51, 15, 2, 3
2020/4/28, 67, 34, 75, 10, 3, 3
2020/4/29, 71, 46, 104, 13, 4, 5
2020/4/30, 105, , , , , 
2020/6/16, 73, 59, 87, 12, 2, 4
2020/6/17, 131, 25, 39, 12, 2, 5
2020/6/18, 70, 21, 66, 9, 2, 4
2020/6/19, 65, 32, 45, 12, 2, 4
2020/6/20, 96, 11, 31, 11, , 3
2020/6/21, 42, 14, 31, 12, 2, 3
2020/6/22, 46, 22, 43, 11, 2, 4
2020/6/23, 70, 27, 39, 15, 2, 6
2020/6/24, 81, 35, 37, 13, 2, 6
2020/6/25, 100, 31, 64, 11, 2, 5
2020/6/26, 91, 20, 24, 11, 2, 4
2020/6/27, 67, 23, 30, 15, , 4
2020/6/28, 73, 26, 35, 10, 2, 5
2020/6/29, 79, 32, 111, 12, 3, 8
2020/6/30, 90, 21, 58, 11, 2, 5
2020/1/1, 59, 29, 9, 25, 2, 5
2020/1/2, 82, 48, 1, 25, 2, 8
2020/1/3, 129, 50, 12, 23, 2, 7
2020/1/4, 131, 41, 24, 17, 2, 6
2020/1/5, 105, 22, 28, 17, 2, 6
2020/1/6, 63, 33, 12, 21, 2, 11
2020/1/7, 92, 44, 14, 18, 2, 10
2020/1/8, 122, 37, 15, 21, 2, 8
2020/1/9, 106, 16, 15, 17, 1, 6
2020/1/10, 54, 28, 19, 14, 1, 7
2020/1/11, 84, 79, 27, 18, 3, 12
2020/1/12, 175, 82, 24, 26, 3, 13
2020/1/13, 178, 94, 24, 26, 3, 14
2020/1/14, 193, 42, 19, 22, 2, 8
2020/1/15, 118, 10, 23, 12, 1, 6
2020/1/16, 38, 39, 17, 13, 1, 8
2020/1/17, 110, 56, 18, 12, 2, 6
2020/1/18, 145, 60, 27, 19, 2, 7
2020/1/19, 157, 82, 42, 29, 4, 10
2020/1/20, 180, 79, 44, 17, 2, 9
2020/1/21, 176, 61, 29, 14, 2, 9
2020/1/22, 158, 31, 24, 11, , 6
2020/1/23, 88, 42, 35, 7, 2, 5
2020/1/24, 107, 16, 25, 5, , 3
2020/1/25, 47, 13, 29, 5, , 4
2020/1/26, 45, 22, 29, 4, 1, 5
2020/1/27, 70, 59, 37, 6, 2, 8
2020/1/28, 152, 58, 36, 6, 3, 5
2020/1/29, 154, 66, 35, 7, 3, 8
2020/1/30, 163, 55, 36, 11, 4, 7
2020/1/31, 137, 26, 34, 11, 2, 3
2020/2/1, 81, 32, 36, 9, 2, 3
2020/2/2, 95, 56, 39, 11, 2, 5
